queried_sp_name,sp_name,itis,itis_reason,itis_tsn,gnr_score,gnr_source
Tehthredo zonula,Tehthredo zonula,NA,NA,NA,NA,NA
Tehthredo zonula,Tenthredo zonula,NA,NA,NA,0.75,NCBI
Thyreus truncatus,Thyreus truncatus,valid,NA,767188,0.988,EOL
Thyridanthrax polyphemus,Thyridanthrax polyphemus,NA,NA,NA,0.988,uBio NameBank
Trianthidium caturigense ducale,Trianthidium caturigense ducale,NA,NA,NA,NA,NA
Trianthidium caturigense ducale,Trianthidium,NA,NA,NA,0.75,The Interim Register of Marine and Nonmarine Genera
Zonitis immaculata,Zonitis immaculata,NA,NA,NA,0.988,Index to Organism Names
Zygaena punctum,Zygaena punctum,NA,NA,NA,0.988,EOL
Lasioglossum prasinum,Lasioglossum prasinum,valid,NA,759104,0.988,EOL
Lasioglossum immunitum,Lasioglossum immunitum,valid,NA,758600,0.988,EOL
Lasioglossum littorale,Lasioglossum littorale,valid,NA,758735,0.988,EOL
Lasioglossum punctatissimum,Lasioglossum punctatissimum,valid,NA,759138,0.988,NCBI
Lasius niger,Lasius niger,valid,NA,577031,0.988,NCBI
Xylocopa cantabrita,Xylocopa cantabrita,valid,NA,766657,0.988,EOL
Halictus quadricinctus,Halictus quadricinctus,valid,NA,757826,0.988,NCBI
Lobonyx aeneus,Lobonyx aeneus,NA,NA,NA,0.988,NCBI
Amegilla fasciata,Amegilla fasciata,valid,NA,762636,0.988,EOL
Andrena hispania,Andrena hispania,valid,NA,752480,0.988,EOL
Colletes caspicus,Colletes caspicus,valid,NA,654734,0.988,EOL
Dasypoda cingulata,Dasypoda cingulata,valid,NA,753602,0.988,EOL
Episyrphus aurcollis,Episyrphus aurcollis,NA,NA,NA,NA,NA
Episyrphus aurcollis,Episyrphus auricollis,NA,NA,NA,0.75,EOL
Lasioglossum albocinctum,Lasioglossum albocinctum,valid,NA,757934,0.988,NCBI
Syntarucus pirithous,Syntarucus pirithous,NA,NA,NA,0.988,BioLib.cz
Camponotus lateralis,Camponotus lateralis,valid,NA,576092,0.988,NCBI
Ceratina mocsaryi,Ceratina mocsaryi,valid,NA,765531,0.988,EOL
Colletes acutus,Colletes acutus,valid,NA,654662,0.988,NCBI
Colletes succintus,Colletes succintus,NA,NA,NA,NA,NA
Colletes succintus,Colletes succinctus,valid,NA,655040,0.75,Catalogue of Life
Ells cillosa,Ells cillosa,NA,NA,NA,NA,NA
Eristalodes taeniops,Eristalodes taeniops,NA,NA,NA,NA,NA
Eristalodes taeniops,Eristalodes,NA,NA,NA,0.75,Wikispecies
Megachile maritima,Megachile maritima,valid,NA,761756,0.988,NCBI
Meria tripunctata,Meria tripunctata,NA,NA,NA,0.988,NCBI
Plebejus argus,Plebejus argus,NA,NA,NA,0.988,NCBI
Andrena squalida,Andrena squalida,invalid,junior synonym,1066803,0.988,ITIS
Andrena squalida,Andrena villipes,valid,NA,753078,0.988,EOL
Anthaxia dimidiata,Anthaxia dimidiata,NA,NA,NA,0.988,uBio NameBank
Anthidiellum strigatum,Anthidiellum strigatum,valid,NA,755679,0.988,NCBI
Anthophora dispar,Anthophora dispar,valid,NA,762890,0.988,EOL
Bombus lucorum,Bombus lucorum,valid,NA,714816,0.988,NCBI
Bombylius ater,Bombylius ater,NA,NA,NA,0.988,Index to Organism Names
Cerceris rybiensis,Cerceris rybiensis,NA,NA,NA,0.988,Index to Organism Names
Conophorus fuminervis,Conophorus fuminervis,NA,NA,NA,0.988,uBio NameBank
Heliotaurus ruficollis,Heliotaurus ruficollis,NA,NA,NA,0.988,Index to Organism Names
Lathyrophthalmus aeneus,Lathyrophthalmus aeneus,NA,NA,NA,0.988,Index to Organism Names
Lathyrophthalmus quinquelineatus,Lathyrophthalmus quinquelineatus,NA,NA,NA,NA,NA
Lathyrophthalmus quinquelineatus,Lathyrophthalmus,NA,NA,NA,0.75,NCBI
Lindenius luteiventris,Lindenius luteiventris,valid,NA,1023802,0.988,uBio NameBank
Lomatia infernalis,Lomatia infernalis,NA,NA,NA,0.988,Index to Organism Names
Nustera distigma,Nustera distigma,NA,NA,NA,0.988,EOL
Pieris rapae,Pieris rapae,valid,NA,188541,0.988,NCBI
Stelis signata,Stelis signata,valid,NA,756160,0.988,NCBI
Tetralonia berlandi,Tetralonia berlandi,NA,NA,NA,0.988,Index to Organism Names
Tiphia morio,Tiphia morio,NA,NA,NA,0.988,Index to Organism Names
Tropinota squalida,Tropinota squalida,NA,NA,NA,0.988,NCBI
Acrobasis porphyrella,Acrobasis porphyrella,NA,NA,NA,0.988,Freebase
Agrotis puta,Agrotis puta,NA,NA,NA,0.988,NCBI
Andrena assimilis,Andrena assimilis,valid,NA,752158,0.988,EOL
Andrena bimaculata,Andrena bimaculata,valid,NA,752195,0.988,NCBI
Andrena bimaculata,Andrena bimaculata,invalid,junior homonym,1066033,0.988,NCBI
Andrena bimaculata,Andrena bimaculata,invalid,homonym & junior synonym,1066258,0.988,NCBI
Andrena bimaculata,Andrena binominata,valid,NA,752196,0.988,EOL
Andrena bimaculata,Andrena nudigastroides,valid,NA,752727,0.988,EOL
Anthaxia parallela,Anthaxia parallela,NA,NA,NA,0.988,uBio NameBank
Anthophora acervorum,Anthophora acervorum,NA,NA,NA,0.988,NCBI
Autographa gamma,Autographa gamma,valid,NA,937932,0.988,NCBI
Bembix flavescens,Bembix flavescens,valid,NA,1049859,0.988,uBio NameBank
Bembix olivacea,Bembix olivacea,valid,NA,1050043,0.988,Index to Organism Names
Bombylius argentifrons,Bombylius argentifrons,NA,NA,NA,0.988,Index to Organism Names
Camponotus sicheli,Camponotus sicheli,valid,NA,576400,0.988,EOL
Cardiophorus bipunctatus,Cardiophorus bipunctatus,NA,NA,NA,0.988,Index to Organism Names
Cataglyphis viatica,Cataglyphis viatica,NA,NA,NA,0.988,NCBI
Cerocala scapulosa,Cerocala scapulosa,NA,NA,NA,0.988,EOL
Colias croceus,Colias croceus,NA,NA,NA,0.988,NCBI
Colletes fodiens,Colletes fodiens,valid,NA,654623,0.988,NCBI
Coptocephala scopolina,Coptocephala scopolina,NA,NA,NA,0.988,NCBI
Crematogaster auberti,Crematogaster auberti,valid,NA,578907,0.988,NCBI
Dasypoda iberica,Dasypoda iberica,valid,NA,753610,0.988,EOL
Diodontus insidiosus,Diodontus insidiosus,valid,NA,1016484,0.988,EOL
Discestra sodae,Discestra sodae,NA,NA,NA,0.988,Index to Organism Names
Dischistus senex,Dischistus senex,NA,NA,NA,0.988,uBio NameBank
Edema complana,Edema complana,NA,NA,NA,NA,NA
Edema complana,Edema,NA,NA,NA,0.75,Union 4
Epeolus fallax,Epeolus fallax,valid,NA,765945,0.988,EOL
Eucera hispaliensis,Eucera hispaliensis,valid,NA,766180,0.988,EOL
Evergestis politalis,Evergestis politalis,NA,NA,NA,0.988,GBIF Backbone Taxonomy
Exoprosopa italica,Exoprosopa italica,NA,NA,NA,0.988,uBio NameBank
Halictus fulvipes,Halictus fulvipes,valid,NA,757734,0.988,NCBI
Heliothis armigera,Heliothis armigera,NA,NA,NA,0.988,EOL
Heliothis nubigera,Heliothis nubigera,NA,NA,NA,0.988,NCBI
Heliothis peltigera,Heliothis peltigera,NA,NA,NA,0.988,NCBI
Heriades crenudatus,Heriades crenudatus,NA,NA,NA,NA,NA
Heriades crenudatus,Heriades crenulatus,valid,NA,756441,0.75,Catalogue of Life
Hoplodrina ambigua,Hoplodrina ambigua,NA,NA,NA,0.988,NCBI
Laeosopis roboris,Laeosopis roboris,NA,NA,NA,0.988,NCBI
Lampides baeticus,Lampides baeticus,NA,NA,NA,0.988,Index to Organism Names
Lasioglossum aegyptiellun,Lasioglossum aegyptiellun,NA,NA,NA,NA,NA
Lasioglossum aegyptiellun,Lasioglossum aegyptiellum,valid,NA,757912,0.75,Catalogue of Life
Lasioglossum callizonium,Lasioglossum callizonium,valid,NA,758150,0.988,NCBI
Lasioglossum pallens,Lasioglossum pallens,valid,NA,758986,0.988,NCBI
Megachile leachella,Megachile leachella,valid,NA,761686,0.988,NCBI
Mellinus arvensis,Mellinus arvensis,valid,NA,999080,0.988,NCBI
Metachrostis dardouinii,Metachrostis dardouinii,NA,NA,NA,NA,NA
Metachrostis dardouinii,Metachrostis dardouini,NA,NA,NA,0.75,Catalogue of Life
Metachrostis velox,Metachrostis velox,NA,NA,NA,0.988,NCBI
Mythimma vittellina,Mythimma vittellina,NA,NA,NA,NA,NA
Mythimma vittellina,Mythimna vitellina,NA,NA,NA,0.75,NCBI
Nomada mutabilis,Nomada mutabilis,valid,NA,767442,0.988,NCBI
Palleira femorata,Palleira femorata,NA,NA,NA,NA,NA
Palleira femorata,Paleira femorata,NA,NA,NA,0.75,Catalogue of Life
Palpita unionalis,Palpita unionalis,NA,NA,NA,0.988,NCBI
Pechipogo plumigeralis,Pechipogo plumigeralis,NA,NA,NA,0.988,EOL
Pempeliella plufnbella,Pempeliella plufnbella,NA,NA,NA,NA,NA
Pempeliella plufnbella,Pempeliella,NA,NA,NA,0.75,NCBI
Philanthus triangulum,Philanthus triangulum,valid,NA,1036036,0.988,NCBI
Philanthus venustus,Philanthus venustus,valid,NA,1036081,0.988,NCBI
Pryonix kirbii,Pryonix kirbii,NA,NA,NA,NA,NA
Psorosa brehiella,Psorosa brehiella,NA,NA,NA,NA,NA
Psorosa brehiella,Psorosa brephiella,NA,NA,NA,0.75,Catalogue of Life
Psorosa genistella,Psorosa genistella,NA,NA,NA,NA,NA
Psorosa genistella,Psorosa,NA,NA,NA,0.75,Catalogue of Life
Pyronia ceciia,Pyronia ceciia,NA,NA,NA,NA,NA
Pyronia ceciia,Pyronia cecilia,NA,NA,NA,0.75,Catalogue of Life
Rhodometra sacraria,Rhodometra sacraria,NA,NA,NA,0.988,NCBI
Sphaerophoria rueppelli,Sphaerophoria rueppelli,NA,NA,NA,0.988,nlbif
Sphecodes hirtellus,Sphecodes hirtellus,valid,NA,759961,0.988,EOL
Sphecodes pellucidus,Sphecodes pellucidus,valid,NA,760058,0.988,NCBI
Spodoptera exigua,Spodoptera exigua,valid,NA,117471,0.988,NCBI
Tapinoma erraticum,Tapinoma erraticum,valid,NA,575107,0.988,NCBI
Udaea martialis,Udaea martialis,NA,NA,NA,NA,NA
Volucella elegans,Volucella elegans,NA,NA,NA,0.988,EOL
Eriothrix rufomaculata,Eriothrix rufomaculata,NA,NA,NA,0.988,Freebase
Episyrphus arbustorum,Episyrphus arbustorum,NA,NA,NA,NA,NA
Episyrphus arbustorum,Episyrphus,NA,NA,NA,0.75,Catalogue of Life
Melanostoma scalare,Melanostoma scalare,NA,NA,NA,0.988,Wikispecies
Platycheirus clypeatus,Platycheirus clypeatus,valid,NA,139730,0.988,NCBI
Bombus muscorum,Bombus muscorum,valid,NA,714965,0.988,NCBI
Helophilus pendulus,Helophilus pendulus,NA,NA,NA,0.988,NCBI
Platycheirus albimanus,Platycheirus albimanus,NA,NA,NA,0.988,NCBI
Syrphus vitripennis.,Syrphus vitripennis.,NA,NA,NA,NA,NA
Syrphus vitripennis.,Syrphus,valid,NA,140276,0.75,Catalogue of Life
Pyonia tithonus,Pyonia tithonus,NA,NA,NA,NA,NA
Pyonia tithonus,Pyronia tithonus,NA,NA,NA,0.75,Catalogue of Life
Rhingia campestris,Rhingia campestris,NA,NA,NA,0.988,NCBI
Syrphus ribesii,Syrphus ribesii,valid,NA,140289,0.988,NCBI
Chrysotoxum bicinctum,Chrysotoxum bicinctum,NA,NA,NA,0.988,NCBI
Aglais urticae,Aglais urticae,valid,NA,778267,0.988,NCBI
Xanthogramma pedissequum,Xanthogramma pedissequum,NA,NA,NA,0.988,NCBI
Platycheirus scutatus,Platycheirus scutatus,valid,NA,139831,0.988,NCBI
Thymelicus sylvestris,Thymelicus sylvestris,NA,NA,NA,0.988,NCBI
Olibrus aeneus,Olibrus aeneus,NA,NA,NA,0.988,NCBI
Crambus pratella,Crambus pratella,NA,NA,NA,0.988,NCBI
Adscita statices,Adscita statices,NA,NA,NA,0.988,NCBI
Leptura rubra,Leptura rubra,NA,NA,NA,0.988,Index to Organism Names
Eumerus tuberculatus,Eumerus tuberculatus,valid,NA,141236,0.988,EOL
Eoseristalis abusivus,Eoseristalis abusivus,NA,NA,NA,NA,NA
Eoseristalis abusivus,Eoseristalis,NA,NA,NA,0.75,Wikispecies
Nemophora degeerella,Nemophora degeerella,NA,NA,NA,0.988,NCBI
Anaspis flava,Anaspis flava,NA,NA,NA,0.988,NCBI
Byturus aestivus,Byturus aestivus,NA,NA,NA,0.988,NCBI
Ceuthorrhynchus assimilis,Ceuthorrhynchus assimilis,NA,NA,NA,0.988,Index to Organism Names
Coccinella septempunctata,Coccinella septempunctata,valid,NA,114347,0.988,NCBI
Meliscaeva cinctella,Meliscaeva cinctella,valid,NA,140141,0.988,NCBI
Apion hookeri,Apion hookeri,NA,NA,NA,0.988,EOL
Dasytes plumbeus,Dasytes plumbeus,NA,NA,NA,0.988,Wikispecies
Sphaerophoria menthastri,Sphaerophoria menthastri,NA,NA,NA,0.988,Index to Organism Names
Anaspis rufilabris,Anaspis rufilabris,NA,NA,NA,0.988,NCBI
Apion rufirostre,Apion rufirostre,NA,NA,NA,0.988,Index to Organism Names
Bombus soroeensis,Bombus soroeensis,valid,NA,715015,0.988,NCBI
Chrysogaster solstitialis,Chrysogaster solstitialis,NA,NA,NA,0.988,NCBI
Clytus arietis,Clytus arietis,NA,NA,NA,0.988,NCBI
Epuraea depressa Illiger,Epuraea depressa Illiger,NA,NA,NA,NA,NA
Epuraea depressa Illiger,Epuraea depressa,valid,NA,835580,0.988,Catalogue of Life
Oulema melanopus,Oulema melanopus,valid,NA,719927,0.988,NCBI
Psithyrus campestris,Psithyrus campestris,NA,NA,NA,0.988,EOL
Strangalia maculata,Strangalia maculata,NA,NA,NA,0.988,Index to Organism Names
Strophosomus capitatus,Strophosomus capitatus,NA,NA,NA,0.988,GBIF Backbone Taxonomy
Anaspis frontalis,Anaspis frontalis,NA,NA,NA,0.988,NCBI
Aphantopus hyperantus,Aphantopus hyperantus,NA,NA,NA,0.988,NCBI
Apion aeneum,Apion aeneum,NA,NA,NA,0.988,uBio NameBank
Apion flavipes,Apion flavipes,NA,NA,NA,0.988,GBIF Backbone Taxonomy
Apion meliloti,Apion meliloti,NA,NA,NA,0.988,Index to Organism Names
Bombus ruderatus,Bombus ruderatus,valid,NA,714999,0.988,NCBI
Ceuthorrhynchus pollinarius,Ceuthorrhynchus pollinarius,NA,NA,NA,0.988,Catalogue of Life
Ceutorrhynchus rugulosus,Ceutorrhynchus rugulosus,NA,NA,NA,NA,NA
Ceutorrhynchus rugulosus,Ceuthorrhynchus rugulosus,NA,NA,NA,0.75,Catalogue of Life
Cheilosia impressa,Cheilosia impressa,NA,NA,NA,0.988,NCBI
Cheilosia velutina,Cheilosia velutina,NA,NA,NA,0.988,EOL
Chrysogaster cemiteriorum,Chrysogaster cemiteriorum,NA,NA,NA,0.988,Freebase
Chrysomela fastuosa,Chrysomela fastuosa,NA,NA,NA,0.988,EOL
Corticarina gibbosa,Corticarina gibbosa,NA,NA,NA,0.988,GBIF Backbone Taxonomy
Enicmus transversus,Enicmus transversus,NA,NA,NA,0.988,NCBI
Eoseristalis arbustorum,Eoseristalis arbustorum,NA,NA,NA,0.988,Index to Organism Names
Eoseristalis horticola,Eoseristalis horticola,NA,NA,NA,NA,NA
Eoseristalis horticola,Eoseristalis,NA,NA,NA,0.75,Wikispecies
Eristalinus sepulchralis,Eristalinus sepulchralis,NA,NA,NA,0.988,Freebase
Grammoptera ruficornis,Grammoptera ruficornis,NA,NA,NA,0.988,NCBI
Malachius viridis,Malachius viridis,NA,NA,NA,0.988,Index to Organism Names
Mesapamea secalis,Mesapamea secalis,NA,NA,NA,0.988,NCBI
Miarus campanulae.,Miarus campanulae.,NA,NA,NA,NA,NA
Miarus campanulae.,Miarus,valid,NA,616920,0.75,Catalogue of Life
Miccotrogus picirostris,Miccotrogus picirostris,NA,NA,NA,0.988,Index to Organism Names
Parasyrphus malinellus,Parasyrphus malinellus,NA,NA,NA,0.988,NCBI
Psithyrus bohemicus,Psithyrus bohemicus,NA,NA,NA,0.988,EOL
Psithyrus rupestris,Psithyrus rupestris,NA,NA,NA,0.988,EOL
Rhynchites germanicus,Rhynchites germanicus,NA,NA,NA,0.988,uBio NameBank
Sitona lineatus,Sitona lineatus,valid,NA,619043,0.988,NCBI
Sphaerophoria taeniata,Sphaerophoria taeniata,NA,NA,NA,0.988,EOL
Volucella pellucens,Volucella pellucens,NA,NA,NA,0.988,NCBI
Musca vetustissima,Musca vetustissima,NA,NA,NA,0.988,NCBI
Comptosia sylvana,Comptosia sylvana,NA,NA,NA,0.988,uBio NameBank
Pelecorhychus rubidus,Pelecorhychus rubidus,NA,NA,NA,NA,NA
Pelecorhychus rubidus,Pelecorhynchus rubidus,NA,NA,NA,0.75,Catalogue of Life
Scaptomyza australis,Scaptomyza australis,NA,NA,NA,0.988,CU*STAR
Tabanus froggatti,Tabanus froggatti,NA,NA,NA,0.988,Index to Organism Names
Calliphora stygia,Calliphora stygia,NA,NA,NA,0.988,NCBI
Calliphora fulvicoxa,Calliphora fulvicoxa,NA,NA,NA,0.988,NCBI
Calliphora hilli,Calliphora hilli,NA,NA,NA,0.988,NCBI
Chaetophthalamus dorsalis,Chaetophthalamus dorsalis,NA,NA,NA,NA,NA
Chaetophthalamus dorsalis,Chaetophthalmus dorsalis,NA,NA,NA,0.75,Catalogue of Life
Hylaeus semipersonatus,Hylaeus semipersonatus,valid,NA,755276,0.988,EOL
Prohardya carinata,Prohardya carinata,NA,NA,NA,NA,NA
Prohardya carinata,Prohardyia carinata,NA,NA,NA,0.75,Catalogue of Life
Scaptia alpina,Scaptia alpina,NA,NA,NA,0.988,NCBI
Sphenella marginata,Sphenella marginata,valid,NA,672033,0.988,NCBI
Tapeigaster nigricornis,Tapeigaster nigricornis,NA,NA,NA,0.988,uBio NameBank
Smittia velutina,Smittia velutina,valid,NA,129131,0.988,Index to Organism Names
Dictyna borealis,Dictyna borealis,NA,NA,NA,0.988,Index to Organism Names
Xysticus deichmanni,Xysticus deichmanni,valid,NA,892115,0.988,NCBI
Boloria chariclea,Boloria chariclea,valid,NA,188571,0.988,NCBI
Boloria polaris,Boloria polaris,valid,NA,188576,0.988,NCBI
Bryobia praetiosa,Bryobia praetiosa,NA,NA,NA,0.988,NCBI
Metasyrphus chillcotti,Metasyrphus chillcotti,invalid,junior synonym,140055,0.988,Index to Organism Names
Metasyrphus chillcotti,Eupeodes latifasciatus,valid,NA,140054,0.988,NCBI
Scatophaga apicaulis,Scatophaga apicaulis,NA,NA,NA,NA,NA
Scatophaga apicaulis,Scatophaga apicalis,invalid,original name/combination,148604,0.75,ITIS
Scatophaga apicaulis,Scathophaga apicalis,valid,NA,148603,NA,NA
Lycaena feildeni,Lycaena feildeni,NA,NA,NA,0.988,uBio NameBank
Phalacrodira nigropilosa,Phalacrodira nigropilosa,NA,NA,NA,NA,NA
Phalacrodira nigropilosa,Phalacrodira,NA,NA,NA,0.75,The Interim Register of Marine and Nonmarine Genera
Plebius aquilo,Plebius aquilo,NA,NA,NA,NA,NA
Plebius aquilo,Plebeius aquilo,NA,NA,NA,0.75,BioLib.cz
Rhamphomyia hoeli,Rhamphomyia hoeli,valid,NA,136200,0.988,NCBI
Allopiophila fulviceps,Allopiophila fulviceps,NA,NA,NA,0.988,uBio NameBank
Arctoseius cetratus,Arctoseius cetratus,NA,NA,NA,0.988,NCBI
Entomobrya comparata,Entomobrya comparata,valid,NA,99673,0.988,NCBI
Erigone pyschrophila,Erigone pyschrophila,NA,NA,NA,NA,NA
Erigone pyschrophila,Erigone psychrophila,valid,NA,856110,0.75,Catalogue of Life
Pardosa glacialis,Pardosa glacialis,valid,NA,864362,0.988,NCBI
Pectinarctica stylata,Pectinarctica stylata,NA,NA,NA,NA,NA
Pectinarctica stylata,Petinarctia stylata,NA,NA,NA,0.75,GBIF Backbone Taxonomy
Phormia terraenovae,Phormia terraenovae,invalid,junior synonym,151712,0.988,EOL
Phormia terraenovae,Protophormia terraenovae,valid,NA,151709,0.988,NCBI
Phytomyza erigerontophaga,Phytomyza erigerontophaga,invalid,junior synonym,143861,0.988,NCBI
Phytomyza erigerontophaga,Chromatomyia erigerontophaga,valid,NA,143860,0.988,uBio NameBank
Rhamphomyia ursinella,Rhamphomyia ursinella,valid,NA,136279,0.988,uBio NameBank
Scatophaga multisetosa,Scatophaga multisetosa,NA,NA,NA,0.988,Index to Organism Names
Tarentula exasperans,Tarentula exasperans,NA,NA,NA,0.988,Index to Organism Names
Bombus diversus diversus,Bombus diversus diversus,NA,NA,NA,0.999,NCBI
Bombus honshuensis,Bombus honshuensis,valid,NA,714922,0.988,NCBI
Ceratina megastigmata,Ceratina megastigmata,valid,NA,765526,0.988,NCBI
Eristalis cerealis,Eristalis cerealis,NA,NA,NA,0.988,NCBI
Lasioglossum apristum,Lasioglossum apristum,valid,NA,757994,0.988,NCBI
Bombus hypocrita hypocrita,Bombus hypocrita hypocrita,NA,NA,NA,0.999,NCBI
Apis cerana,Apis cerana,valid,NA,763551,0.988,NCBI
Lasioglossum transpositum,Lasioglossum transpositum,valid,NA,759473,0.988,EOL
Bombus ardens,Bombus ardens,valid,NA,714860,0.988,NCBI
Ceratina japonica,Ceratina japonica,valid,NA,765493,0.988,NCBI
Hylaeus globula,Hylaeus globula,valid,NA,754974,0.988,NCBI
Lasioglossum occidens,Lasioglossum occidens,valid,NA,758935,0.988,NCBI
Rhopalum latronum,Rhopalum latronum,valid,NA,1024374,0.988,uBio NameBank
Eristalomya tenax,Eristalomya tenax,NA,NA,NA,0.988,Index to Organism Names
Vespa xanthoptera,Vespa xanthoptera,NA,NA,NA,0.988,EOL
Andrena hikosana,Andrena hikosana,valid,NA,752474,0.988,NCBI
Andrena yamamoto,Andrena yamamoto,NA,NA,NA,NA,NA
Andrena yamamoto,Andrena yamato,valid,NA,753101,0.75,Catalogue of Life
Eucetonia roelofsi,Eucetonia roelofsi,NA,NA,NA,0.988,Index to Organism Names
Podabrus temporalis,Podabrus temporalis,NA,NA,NA,0.988,NCBI
Anthromacra viriclissima,Anthromacra viriclissima,NA,NA,NA,NA,NA
Anthromacra viriclissima,Arthromacra viridissima,NA,NA,NA,0.75,EOL
Bombylus major,Bombylus major,NA,NA,NA,NA,NA
Bombylus major,Bombylius major,valid,NA,134502,0.75,Catalogue of Life
Eurystylus coelestialium,Eurystylus coelestialium,NA,NA,NA,0.988,NCBI
Helophilus virgatus,Helophilus virgatus,NA,NA,NA,0.988,NCBI
Lasioglossum problematicum,Lasioglossum problematicum,valid,NA,759107,0.988,EOL
Menida violacea,Menida violacea,NA,NA,NA,0.988,NCBI
Nonartha cyaneum,Nonartha cyaneum,NA,NA,NA,NA,NA
Nonartha cyaneum,Nonarthra cyaneum,NA,NA,NA,0.75,EOL
Oedemeronia manicata,Oedemeronia manicata,NA,NA,NA,NA,NA
Oedemeronia manicata,Oedemeronia,NA,NA,NA,0.75,The Interim Register of Marine and Nonmarine Genera
Parastrangalis nymphula,Parastrangalis nymphula,NA,NA,NA,0.988,EOL
Andrena minutula,Andrena minutula,valid,NA,752658,0.988,NCBI
Epistotophe shibakawae,Epistotophe shibakawae,NA,NA,NA,NA,NA
Epistotophe shibakawae,Epistrophe shibakawae,NA,NA,NA,0.75,Catalogue of Life
Formica japonica,Formica japonica,valid,NA,576781,0.988,NCBI
Ganoxanthus pallidus,Ganoxanthus pallidus,NA,NA,NA,NA,NA
Ganoxanthus pallidus,Ganoxanthus,NA,NA,NA,0.75,The Interim Register of Marine and Nonmarine Genera
Lasioglossum exiliceps,Lasioglossum exiliceps,valid,NA,758412,0.988,EOL
Prothemus ciusianus,Prothemus ciusianus,NA,NA,NA,0.988,NCBI
Agelastica coerulea,Agelastica coerulea,NA,NA,NA,0.988,NCBI
Andrena brevihirtiscopa,Andrena brevihirtiscopa,valid,NA,752204,0.988,EOL
Andrena komachi,Andrena komachi,valid,NA,752540,0.988,EOL
Arge nipponensis,Arge nipponensis,NA,NA,NA,0.988,Index to Organism Names
Baccha maculata,Baccha maculata,NA,NA,NA,0.988,NCBI
Blitopertha orientalis,Blitopertha orientalis,NA,NA,NA,0.988,Index to Organism Names
Ectophasia sinensis,Ectophasia sinensis,NA,NA,NA,0.988,Index to Organism Names
Eusphalerum parallelum,Eusphalerum parallelum,NA,NA,NA,0.988,Index to Organism Names
Lasioglossum kansuense,Lasioglossum kansuense,valid,NA,758640,0.988,NCBI
Lasioglossum proximatum,Lasioglossum proximatum,valid,NA,759111,0.988,EOL
Megachile tsurugensis,Megachile tsurugensis,valid,NA,762347,0.988,EOL
Megaspis zonata,Megaspis zonata,NA,NA,NA,NA,NA
Megaspis zonata,Megapis zonata,NA,NA,NA,0.75,Union 4
Nomada ginran,Nomada ginran,valid,NA,767345,0.988,EOL
Phyllopertha irregularis,Phyllopertha irregularis,NA,NA,NA,0.988,uBio NameBank
Pidonia signifera,Pidonia signifera,NA,NA,NA,0.988,EOL
Popillia japonica,Popillia japonica,valid,NA,928929,0.988,NCBI
Stenoluperus nipponensis,Stenoluperus nipponensis,NA,NA,NA,0.988,EOL
Zeugophora annulata,Zeugophora annulata,NA,NA,NA,0.988,uBio NameBank
Actina jezoensis,Actina jezoensis,valid,NA,627728,0.988,uBio NameBank
Adelphocoris triannulatus,Adelphocoris triannulatus,NA,NA,NA,0.988,NCBI
Allograpta javana,Allograpta javana,NA,NA,NA,0.988,EOL
Andrena akitsushimae,Andrena akitsushimae,valid,NA,752114,0.988,EOL
Andrena dentata,Andrena dentata,valid,NA,752314,0.988,EOL
Andrena opacifovea opacifovea,Andrena opacifovea opacifovea,NA,NA,NA,NA,NA
Andrena opacifovea opacifovea,Andrena opacifovea,valid,NA,752742,0.988,Catalogue of Life
Andrena stellaria,Andrena stellaria,invalid,junior synonym,1066192,0.988,Index to Organism Names
Andrena stellaria,Andrena luridiloma,valid,NA,752608,0.988,NCBI
Anoploderomorpha excavata,Anoploderomorpha excavata,NA,NA,NA,0.988,EOL
Athalia japonica,Athalia japonica,NA,NA,NA,0.988,NCBI
Betasyrphus seraius,Betasyrphus seraius,NA,NA,NA,NA,NA
Betasyrphus seraius,Betasyrphus serarius,NA,NA,NA,0.75,Catalogue of Life
Camponotus obscripes,Camponotus obscripes,NA,NA,NA,0.988,Index to Organism Names
Carpophilus chalybeus,Carpophilus chalybeus,NA,NA,NA,0.988,Index to Organism Names
Cephaloon pallensa,Cephaloon pallensa,NA,NA,NA,NA,NA
Cephaloon pallensa,Cephaloon pallens,NA,NA,NA,0.75,Wikispecies
Cerceris hortivaga,Cerceris hortivaga,valid,NA,1034830,0.988,Index to Organism Names
Cheilosia omogensis,Cheilosia omogensis,NA,NA,NA,0.988,uBio NameBank
Chlorophorus japonicus,Chlorophorus japonicus,NA,NA,NA,0.988,NCBI
Corymbas nipponica,Corymbas nipponica,NA,NA,NA,0.988,EOL
Dasytes vulgaris,Dasytes vulgaris,NA,NA,NA,0.988,GBIF Backbone Taxonomy
Demonax transilis,Demonax transilis,NA,NA,NA,0.988,NCBI
Dinoptera minuta ticollis,Dinoptera minuta ticollis,NA,NA,NA,NA,NA
Dinoptera minuta ticollis,Dinoptera minuta,NA,NA,NA,0.988,Catalogue of Life
Ectemnius radiatus,Ectemnius radiatus,valid,NA,1023107,0.988,uBio NameBank
Ectemnius rubicola,Ectemnius rubicola,valid,NA,1023115,0.988,EOL
Ectinohoplia obducta,Ectinohoplia obducta,NA,NA,NA,0.988,Index to Organism Names
Gamepenthes versipellis,Gamepenthes versipellis,NA,NA,NA,0.988,NCBI
Hylaeus floralis,Hylaeus floralis,valid,NA,754951,0.988,EOL
